,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
87736,1545396369.246238,CUH6Dx37yDVsBRAXg,192.168.1.198,36097.0,138.250.241.86,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
100418,1545396449.1148849,C6AQdT3SkbEP7gy5d3,192.168.1.198,36097.0,63.123.252.122,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
113176,1545396529.99397,CjkqK21JN0fMLw1F7b,192.168.1.198,36097.0,71.200.199.25,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
130106,1545396636.657362,CLogAD4yjUmnlkVgpk,192.168.1.198,36097.0,76.232.230.21,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
133960,1545396661.017467,C09Y7DXpP8nQggJqg,192.168.1.198,36097.0,44.216.128.103,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
147362,1545396745.272906,C2MEBc10QGBUiCX2Kh,192.168.1.198,36097.0,184.204.130.198,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
197269,1545397061.114099,Cbmb5rsZbBMUd4g1k,192.168.1.198,36097.0,40.23.182.65,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
199015,1545397072.234759,CZaWoO2YNbyhI3LVW,192.168.1.198,36097.0,110.167.98.71,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
244855,1545397361.270804,ComDzj4iE1V2NqCjfl,192.168.1.198,36097.0,41.167.86.81,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
253775,1545397416.216991,CmfsLBj55PFCSDB28,192.168.1.198,36097.0,117.69.254.210,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
283765,1545397607.0290382,CCEzbG4HBtb635eWv7,192.168.1.198,36097.0,135.179.126.29,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
301934,1545397721.364649,CuAmhh3y80jGvKuSkl,192.168.1.198,36097.0,94.140.221.238,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
322154,1545397848.762017,CBrAM21M2UQzfjhY16,192.168.1.198,36097.0,154.46.189.215,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
347573,1545398009.447992,CXkRyCedzzq8mJUch,192.168.1.198,36097.0,8.10.140.97,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
349475,1545398021.576001,C5V9LV2sAZ8bWw1Ome,192.168.1.198,36097.0,97.201.74.155,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
373775,1545398173.9652321,CRLdch2EzT4m45ktF3,192.168.1.198,36097.0,180.117.131.148,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
380651,1545398217.608197,CMskNd1pj7nDkLQtX9,192.168.1.198,36097.0,223.43.74.185,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
385893,1545398250.981815,C4awVR2jOGlNU2243d,192.168.1.198,36097.0,145.47.178.166,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
397039,1545398321.717773,CMT5L7J552YEYvSrj,192.168.1.198,36097.0,5.219.18.130,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
403404,1545398361.137698,CtNrGxBWCMTZ53501,192.168.1.198,36097.0,177.204.206.139,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
416895,1545398447.032527,Crzb2J11fRHRxyXxXl,192.168.1.198,36097.0,5.91.18.94,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
421616,1545398476.346493,CCNP6HiH1vDbyAyi9,192.168.1.198,36097.0,176.85.173.44,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
422408,1545398481.399354,Cgsoqb12SPpRrATVi4,192.168.1.198,36097.0,111.136.230.156,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
424288,1545398493.524907,CdO6rY2jrv7ECX2RZ1,192.168.1.198,36097.0,20.240.134.158,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
444919,1545398622.891926,CJaa1X12BxKQzz2IA3,192.168.1.198,36097.0,187.67.196.103,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
447210,1545398638.043755,C6qaVk2qJuhtjuJOQl,192.168.1.198,36097.0,43.182.196.7,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
450827,1545398660.280792,CJcrbv4tnxoa325CJ3,192.168.1.198,36097.0,166.82.34.92,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
467823,1545398767.410314,CSahXY1aiWTiaLlCb,192.168.1.198,36097.0,48.175.240.190,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
471213,1545398789.635121,CxoK9d2WdlPHhzHOSg,192.168.1.198,36097.0,143.198.124.81,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
481269,1545398852.295567,C3hvjNsPQl5dgao24,192.168.1.198,36097.0,71.215.40.168,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
497396,1545398954.3602722,CiA4wt4TRAGUHvYgz2,192.168.1.198,36097.0,175.48.171.220,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
8948,1547066048.450883,CB3K4L7VE7Vmk3Rhj,192.168.1.194,39653.0,138.237.121.191,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
58016,1547066057.133184,Cuadb247fJm39wfed2,192.168.1.194,33118.0,108.250.11.193,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
65667,1547066058.4744189,CygzE34ygWyVcZ46i,192.168.1.194,46092.0,192.19.31.236,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
74617,1547066060.0410259,CBH8XM1fJRKTT1bVCd,192.168.1.194,40734.0,19.128.6.228,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
81896,1547066061.3045561,CEKIJhbgollZVhsld,192.168.1.194,39836.0,113.180.61.234,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
84618,1547066061.780784,CgJ2jF34p3PmHUtAXa,192.168.1.194,34339.0,182.216.110.20,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
92971,1547066063.248698,C7HSkP2JpdqoG2f1Ph,192.168.1.194,52323.0,27.106.121.231,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
95614,1547066063.712433,CkKrgx1g3lepW1peS3,192.168.1.194,52243.0,180.153.134.95,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
102791,1547066083.918668,C1IpQJ21hWH7ge1rel,192.168.1.194,48483.0,23.53.146.150,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
106562,1547066084.559549,C4dbYj4GS0yBKyt9Ch,192.168.1.194,44539.0,142.3.193.33,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
114166,1547066085.8743,CO3vzB2V1drVcJ6RIl,192.168.1.194,56475.0,223.145.136.166,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
123432,1547066087.490378,CbPx3W15Sdlnr7aRo9,192.168.1.194,33913.0,187.25.165.171,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
132384,1547066088.981279,CcQ2DgS960nacRIwh,192.168.1.194,50872.0,76.1.48.220,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
181501,1547066097.201847,CxUvZG2d9Ao0Ywlrk5,192.168.1.194,50517.0,86.219.76.116,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
194980,1547066099.489038,CrPtU94goA9fARpk18,192.168.1.194,38428.0,141.185.140.89,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
202226,1547066119.456161,CeUA7v129gsWAH3aui,192.168.1.194,59083.0,8.31.113.181,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
210001,1547066120.810386,CAKhfK2i911jAHbfMf,192.168.1.194,57014.0,178.181.84.164,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
214503,1547066121.579447,C6XZkWjhhA4hGOMSk,192.168.1.194,45309.0,145.145.242.216,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
223630,1547066123.1393108,C2jM9bvjgHTQXm3Ed,192.168.1.194,36845.0,37.185.222.21,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
226589,1547066123.638777,CRfECT1zjVahtDrs5h,192.168.1.194,32986.0,16.108.228.29,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
228296,1547066123.9211118,CZJEVH35nWHkUwqo7c,192.168.1.194,46231.0,39.24.209.169,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
251974,1547066127.95981,CKG0Yp4I84W1ti7ul,192.168.1.194,60509.0,110.151.159.179,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
254685,1547066128.424297,CqWdF045QKkzuuIeWe,192.168.1.194,41809.0,6.37.141.226,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
274165,1547066131.7406561,CMQgopuI2CQYhPsb2,192.168.1.194,41385.0,208.5.11.60,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
284485,1547066133.486414,C3Kb882xzOi3NV7F5,192.168.1.194,57319.0,120.87.96.203,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
286310,1547066133.797233,Cy0YKz82woqdncAjb,192.168.1.194,57919.0,172.145.102.50,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
288374,1547066134.143539,CdbT1blD6dxHSlUR,192.168.1.194,46474.0,216.75.109.105,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
303676,1547066155.289482,CAB30m36L6d1O6ztKc,192.168.1.194,56287.0,189.84.94.57,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
316842,1547066157.560937,CRz00n2BpaKMZmZjE1,192.168.1.194,45441.0,59.108.94.211,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
322043,1547066158.4346929,C3vwqr2DDx6sGtDxI6,192.168.1.194,37242.0,30.34.172.182,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
325330,1547066158.984375,CjOxwi1uLAE0IDIsI4,192.168.1.194,43792.0,150.75.14.209,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
343977,1547066162.111097,COdCUu1Y4WvPQaaITj,192.168.1.194,52559.0,181.193.137.72,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
384914,1547066168.988923,Cho2Gx42wACweZ8Nn3,192.168.1.194,52882.0,12.168.61.121,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
391774,1547066170.1452641,CM9ciOuS7CL6RsG29,192.168.1.194,51443.0,178.103.172.202,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
399253,1547066171.3930528,CkCtF6375sdn0cvRYa,192.168.1.194,60804.0,136.19.181.41,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
405794,1547066191.588041,CA0kgl1Bjb1tgr8iu3,192.168.1.194,60489.0,91.28.200.120,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
410339,1547066192.403326,CiXRgC3k48CQshSIk7,192.168.1.194,47552.0,64.73.109.194,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
415845,1547066193.3322961,CvITaYNAYuVZyo4r6,192.168.1.194,36989.0,111.185.39.157,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
440033,1547066197.4931788,CyIDtX3BRfGRWresr9,192.168.1.194,47865.0,218.55.123.80,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
443872,1547066198.1323109,C6h8nf4CNVlYJMeCDk,192.168.1.194,35057.0,166.107.138.215,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
449741,1547066199.119998,CVD68F4Z6mexzz7Et8,192.168.1.194,34163.0,74.152.181.10,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
463335,1547066201.4214349,CKsx6a2a9EALdjmNoa,192.168.1.194,51664.0,29.10.98.71,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
470671,1547066202.667975,CBZ7Xv8vj9ff8lYD9,192.168.1.194,40014.0,159.31.225.73,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
486285,1547066205.289985,CTbHVn2H5WkRpUKo16,192.168.1.194,47130.0,84.62.165.223,22.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
1980,1547130832.363865,CKECLj1c8hQwEVc2S,192.168.1.197,52296.0,185.244.25.183,4975.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,60.0,0.0,0.0,Benign
5979,1547144768.290559,C9pmNDG8wZfyrXLCl,192.168.1.198,22568.0,91.111.210.6,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
7791,1547144770.3293982,CjiAqX2rDblQoMxb88,192.168.1.198,22568.0,45.88.96.216,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
10750,1547144772.418206,CGEbCb1lREtebxakMj,192.168.1.198,22568.0,91.102.177.76,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
14854,1547144775.522675,ClAkZVOGSZEkctaKe,192.168.1.198,22568.0,91.133.59.5,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
56595,1547144802.817592,CrzLOaZD15yw96nXj,192.168.1.198,10803.0,83.187.46.121,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
56960,1547144802.839336,CX0nkS2fx5gs5VDZS,192.168.1.198,54836.0,185.176.132.250,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
75564,1547144807.01045,Cza147ql6xBjeWtoi,192.168.1.198,54836.0,45.60.176.244,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
93074,1547144810.640136,CiuRszcGZ0eRQ9iBd,192.168.1.198,22568.0,45.49.199.244,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
100316,1547144811.886674,CwEFdA42kF9RdzedEf,192.168.1.198,52458.0,80.87.222.241,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
102153,1547144812.294685,CEBoTO3Mf13Y61RTAj,192.168.1.198,54836.0,91.129.100.30,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
106150,1547144813.2361472,Cpg2Mg28NttEoDRSg2,192.168.1.198,24104.0,140.147.140.0,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
117851,1547144815.4836311,CtLwi71ZesEaEajhc8,192.168.1.198,11315.0,91.131.217.55,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
128560,1547144817.789557,CxIHhV2YtCn9wngCse,192.168.1.198,22568.0,45.217.74.63,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
139474,1547144819.916291,CiXT2g3GCNLEcOJ9W2,192.168.1.198,54324.0,41.246.244.138,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
141025,1547144820.248659,CggQlV3cIQJwxuyhNi,192.168.1.198,54580.0,53.135.42.177,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
146967,1547144821.691332,C4OwMj3w7QHqallBva,192.168.1.198,54836.0,185.73.159.226,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
149765,1547144822.072625,CABPuk38NJZHUv3jF,192.168.1.198,53994.0,185.128.211.127,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
163276,1547144824.93747,CQ5Z3J3lkYaaDq73A2,192.168.1.198,11315.0,45.141.62.8,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
194925,1547144831.26336,CegTUg2j2lBZgXQ4je,192.168.1.198,11315.0,185.116.132.242,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
196319,1547144831.372823,C3Y74z3lcJsI6pN7w2,192.168.1.198,54580.0,5.143.199.225,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
200297,1547144832.3275099,CbOFmn4IWRL2ti8Och,192.168.1.198,53994.0,45.137.119.98,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
245532,1547144841.6482131,CiLXhy4uwfaNDwGnS2,192.168.1.198,54836.0,91.15.95.202,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
253511,1547144843.613087,CJFT3u2hm0p1ro5ACj,192.168.1.198,54580.0,151.105.2.238,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
265683,1547144845.887533,CZhHrk2WED4CVBvvgj,192.168.1.198,22568.0,91.98.24.35,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
291110,1547144851.112823,C5Ewsi1bSGDdh1Q16j,192.168.1.198,11315.0,91.23.55.62,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
336792,1547144860.620374,CGTzFY2lygfuvyLZ,192.168.1.198,22568.0,91.3.63.71,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
352401,1547144863.7815552,ChZRsW3DxmwHJdYpLl,192.168.1.198,54836.0,45.177.37.139,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
411794,1547144876.211462,CjwRYl22o7Rl5JJaPf,192.168.1.198,54580.0,24.61.78.179,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
415481,1547144876.420603,CJcSu53RpV9XEpOWs5,192.168.1.198,53994.0,185.208.164.52,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
419104,1547144877.431766,CRniAv2lm14U2n7N88,192.168.1.198,11315.0,185.218.125.121,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
428334,1547144879.456861,CB7On14IrjDW1GJSdh,192.168.1.198,24104.0,41.89.97.213,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
431311,1547144880.0215552,CduXFZ2wMxa5wjWPWa,192.168.1.198,24360.0,41.1.252.141,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
437082,1547144881.344798,CK4OTP85sFkPXMjMa,192.168.1.198,11571.0,41.59.232.230,37215.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Okiru
444668,1547144882.66154,Chczxs1QCsEJq3WxB4,192.168.1.198,22568.0,185.46.17.30,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
468124,1547144887.6501849,Ci7ijY2GdPVjmWv6E3,192.168.1.198,52458.0,183.10.42.103,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
478342,1547144889.722269,CEuMcq3Yvf8jYkWalk,192.168.1.198,52458.0,131.36.205.6,23.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Benign
490949,1547144892.058429,CnylEgW33yULIcRDl,192.168.1.198,54836.0,91.136.236.3,52869.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,PartOfAHorizontalPortScan
14220,1551377888.106714,C6B8gf3tEio7FhmEJi,192.168.1.200,54044.0,89.80.53.134,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
29221,1551378040.432938,CVDSNwKftaB39vin3,192.168.1.200,40230.0,142.237.176.101,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
32086,1551378070.907333,Cd6MPK3jtTwamc2Zm9,192.168.1.200,35110.0,143.67.98.75,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
52275,1551378282.506003,CjyLYI3yBiCtnSgX33,192.168.1.200,57270.0,93.33.55.109,23.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
83527,1551378603.151307,C5tvzt4Mt3CQKfFzg8,192.168.1.200,46088.0,102.76.52.35,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
124474,1551379029.1459439,ClYDiR32cTTljiYkGl,192.168.1.200,43778.0,26.57.127.151,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
128855,1551379074.671246,CFMP7y3BimkzF3Ajo3,192.168.1.200,34188.0,108.153.125.163,23.0,tcp,-,4e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
131148,1551379097.9114132,Cbi1dV2Lh5woOA4Pbc,192.168.1.200,38732.0,200.249.212.180,23.0,tcp,-,3.1547,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
151320,1551379304.824987,CmdkDu28Pwrk3wBpSk,192.168.1.200,43078.0,203.182.189.193,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
177633,1551379582.7443528,CKXByw4KfYGSJNNoy,192.168.1.200,47808.0,128.84.101.168,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
181664,1551379622.587833,CxMMZY3JcdsIQxpG1g,192.168.1.200,35330.0,144.33.131.120,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
213987,1551379957.0680869,CaPwy4ugWb3OPElej,192.168.1.200,33488.0,91.130.130.168,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
235462,1551380178.38188,CkgpPh3hCcEoqwcvC8,192.168.1.200,44934.0,209.184.243.177,23.0,tcp,-,3.080996,0,0,S0,-,-,0.0,S,6.0,360.0,0.0,0.0,PartOfAHorizontalPortScan
246562,1551380292.182863,Cw5mdRWf8wVR7Op8g,192.168.1.200,51716.0,32.106.34.150,23.0,tcp,-,1e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
262481,1551380459.222976,COck3E2zHkc5oAPUJb,192.168.1.200,49354.0,181.137.145.49,23.0,tcp,-,2e-06,0,0,S0,-,-,0.0,S,2.0,120.0,0.0,0.0,PartOfAHorizontalPortScan
276944,1551380555.191222,Cbrzbb1T4Rg8I1SfI6,192.168.1.200,123.0,147.231.100.5,123.0,udp,-,0.0022199999999999998,96,96,SF,-,-,0.0,Dd,2.0,152.0,2.0,152.0,Benign
